symbol,date,open,high,low,close,volume
21STCENMGM,2025-09-30,52.31,52.31,50.3,51.56,7705
21STCENMGM,2025-10-01,51.0,52.29,50.52,51.09,2550
21STCENMGM,2025-10-03,50.06,51.9,50.06,50.21,5967
21STCENMGM,2025-10-06,49.2,50.9,49.2,50.09,4414
21STCENMGM,2025-10-07,50.0,50.87,49.08,49.08,11555
21STCENMGM,2025-10-08,49.99,49.99,48.1,48.16,6018
21STCENMGM,2025-10-09,48.99,48.99,47.24,47.79,1853
21STCENMGM,2025-10-10,48.0,48.57,47.01,47.2,6102
21STCENMGM,2025-10-13,48.14,48.14,46.41,46.7,2788
21STCENMGM,2025-10-14,46.7,47.63,46.15,47.23,11315
21STCENMGM,2025-10-15,48.17,48.17,46.36,47.0,5538
21STCENMGM,2025-10-16,47.94,47.94,46.5,47.75,3883
21STCENMGM,2025-10-17,47.75,48.7,47.52,48.7,8956
21STCENMGM,2025-10-20,49.65,49.65,47.85,48.41,10465
21STCENMGM,2025-10-21,49.37,49.37,47.61,48.05,1809
21STCENMGM,2025-10-23,48.74,48.74,47.16,47.25,3896
21STCENMGM,2025-10-24,46.3,48.09,46.3,46.88,3724
21STCENMGM,2025-10-27,46.98,47.0,45.94,46.01,5221
21STCENMGM,2025-10-28,46.9,46.93,45.08,45.63,7661
21STCENMGM,2025-10-29,45.45,46.54,44.99,45.89,6722
21STCENMGM,2025-10-30,46.47,46.8,45.21,46.29,7969
21STCENMGM,2025-10-31,45.7,47.21,45.7,46.7,2330
21STCENMGM,2025-11-03,46.9,47.6,45.92,46.88,6144
21STCENMGM,2025-11-04,46.9,47.7,45.94,46.04,11716
21STCENMGM,2025-11-06,45.95,46.96,45.31,46.96,45250
21STCENMGM,2025-11-07,46.9,47.89,46.9,47.89,4960
21STCENMGM,2025-11-10,46.95,46.95,46.93,46.93,3511
21STCENMGM,2025-11-11,46.93,46.93,45.99,45.99,1338
21STCENMGM,2025-11-12,45.07,45.9,45.07,45.07,8420
21STCENMGM,2025-11-13,44.16,45.0,44.16,44.16,6825
21STCENMGM,2025-11-14,43.27,43.27,43.27,43.27,2175
21STCENMGM,2025-11-17,42.4,43.27,42.4,42.4,8770
21STCENMGM,2025-11-18,43.0,43.0,41.55,41.55,8875
21STCENMGM,2025-11-19,40.75,41.55,40.71,40.71,8682
21STCENMGM,2025-11-20,40.0,41.45,39.89,39.89,6984
21STCENMGM,2025-11-21,39.89,39.89,39.09,39.09,4836
21STCENMGM,2025-11-24,39.0,39.0,38.3,38.3,1908
21STCENMGM,2025-11-25,37.53,37.8,37.53,37.53,2069
21STCENMGM,2025-11-26,37.35,37.35,36.77,36.77,25812
21STCENMGM,2025-11-27,36.03,37.5,36.03,37.5,6999
21STCENMGM,2025-11-28,37.75,38.25,37.75,38.25,718
21STCENMGM,2025-12-01,39.01,39.01,39.01,39.01,670
21STCENMGM,2025-12-02,39.79,39.79,39.79,39.79,2364
21STCENMGM,2025-12-03,40.58,40.58,40.58,40.58,324
21STCENMGM,2025-12-04,41.39,41.39,41.39,41.39,2748
21STCENMGM,2025-12-05,42.21,42.21,42.21,42.21,9961
21STCENMGM,2025-12-08,43.05,43.05,41.55,43.05,5744
21STCENMGM,2025-12-09,43.88,43.91,42.22,42.79,12651
21STCENMGM,2025-12-10,43.62,43.64,42.8,43.61,1413
21STCENMGM,2025-12-11,44.44,44.44,43.06,44.08,2797
21STCENMGM,2025-12-12,43.25,44.96,43.25,44.88,3618
21STCENMGM,2025-12-15,45.0,45.77,44.37,45.77,9574
21STCENMGM,2025-12-16,46.68,46.68,45.01,46.68,7638
21STCENMGM,2025-12-17,47.61,47.61,46.68,47.6,24951
21STCENMGM,2025-12-18,48.06,48.55,48.06,48.55,7472
21STCENMGM,2025-12-19,49.52,49.52,47.6,48.74,17758
21STCENMGM,2025-12-22,49.71,49.71,49.7,49.71,6330
21STCENMGM,2025-12-23,50.7,50.7,49.83,50.7,10603
21STCENMGM,2025-12-24,51.71,51.71,51.71,51.71,3105
21STCENMGM,2025-12-26,52.74,52.74,52.74,52.74,883
21STCENMGM,2025-12-29,53.79,53.79,51.69,51.69,14714
21STCENMGM,2025-12-30,51.69,51.69,50.66,50.66,2609
21STCENMGM,2025-12-31,49.65,49.65,49.65,49.65,711
21STCENMGM,2026-01-01,48.66,50.64,48.66,49.03,18636
21STCENMGM,2026-01-02,48.09,50.0,48.05,49.39,7321
21STCENMGM,2026-01-05,48.41,50.37,48.41,49.37,17124
21STCENMGM,2026-01-06,49.0,49.52,48.39,48.39,3211
21STCENMGM,2026-01-07,47.45,49.22,47.45,47.5,6865
21STCENMGM,2026-01-08,47.43,48.45,46.55,47.37,1311
21STCENMGM,2026-01-09,47.37,48.29,46.43,46.43,613
21STCENMGM,2026-01-12,46.0,46.2,45.51,45.75,5840
21STCENMGM,2026-01-13,45.75,46.61,44.84,45.2,1214
21STCENMGM,2026-01-14,44.3,46.09,44.3,44.65,3784
21STCENMGM,2026-01-16,43.76,44.9,43.76,43.76,5388
21STCENMGM,2026-01-19,44.5,44.5,42.89,42.89,808
21STCENMGM,2026-01-20,42.04,42.04,42.04,42.04,1063
21STCENMGM,2026-01-21,42.88,42.88,41.2,41.2,1254
21STCENMGM,2026-01-22,41.0,41.2,40.38,40.38,1085
21STCENMGM,2026-01-23,39.63,41.0,39.58,39.58,1301
21STCENMGM,2026-01-27,38.79,39.0,38.79,38.79,1122
21STCENMGM,2026-01-28,38.79,38.79,38.02,38.02,2196
21STCENMGM,2026-01-29,37.26,37.26,37.26,37.26,3744
21STCENMGM,2026-01-30,37.99,38.0,36.52,38.0,5387
21STCENMGM,2026-02-01,38.75,38.76,37.24,37.24,7019
21STCENMGM,2026-02-02,36.5,37.98,36.5,37.91,6792
21STCENMGM,2026-02-03,38.61,38.66,38.61,38.66,1360
21STCENMGM,2026-02-04,39.43,39.43,39.43,39.43,9641
21STCENMGM,2026-02-05,40.2,40.21,40.2,40.21,981
21STCENMGM,2026-02-06,39.41,41.0,39.41,40.31,9941
21STCENMGM,2026-02-09,41.11,41.11,39.55,39.88,10921
21STCENMGM,2026-02-10,40.39,40.39,39.5,39.5,1326
21STCENMGM,2026-02-11,39.5,40.25,38.76,38.9,3263
21STCENMGM,2026-02-12,38.8,39.67,38.2,38.78,1862
21STCENMGM,2026-02-13,38.2,39.49,38.01,38.28,1372
21STCENMGM,2026-02-16,39.04,39.04,37.56,38.37,2546
21STCENMGM,2026-02-17,37.75,38.93,37.75,37.77,2307
21STCENMGM,2026-02-18,38.52,38.52,37.02,37.49,6781
21STCENMGM,2026-02-19,38.09,38.09,36.75,36.81,2365
21STCENMGM,2026-02-20,36.76,36.76,36.08,36.44,2946
21STCENMGM,2026-02-23,36.44,37.15,35.75,36.06,5382
21STCENMGM,2026-02-24,36.44,36.75,35.4,36.67,1226
21STCENMGM,2026-02-25,36.67,37.39,36.1,36.27,4986
21STCENMGM,2026-02-26,36.27,36.7,35.61,36.49,681
21STCENMGM,2026-02-27,37.09,37.09,36.05,36.34,3801
21STCENMGM,2026-03-02,35.77,35.77,35.62,35.62,7266
21STCENMGM,2026-03-04,35.0,35.0,34.91,34.91,747
21STCENMGM,2026-03-05,34.91,34.91,34.22,34.29,859
21STCENMGM,2026-03-06,34.45,34.94,33.61,33.79,8301
21STCENMGM,2026-03-09,33.12,34.35,33.12,33.9,1860
21STCENMGM,2026-03-10,33.9,34.55,33.26,34.53,8322
21STCENMGM,2026-03-11,35.2,35.2,33.91,33.94,1664
21STCENMGM,2026-03-12,34.26,34.61,33.31,33.64,1484
21STCENMGM,2026-03-13,34.3,34.3,32.97,32.97,4223
21STCENMGM,2026-03-16,32.97,33.59,32.32,32.72,8718
21STCENMGM,2026-03-17,33.15,33.15,32.3,32.99,807
21STCENMGM,2026-03-18,33.45,33.45,32.34,32.66,3590
21STCENMGM,2026-03-19,33.19,33.19,32.01,32.55,1675
21STCENMGM,2026-03-20,33.15,33.15,31.9,31.9,4264
21STCENMGM,2026-03-23,32.39,32.39,31.27,31.27,10080
21STCENMGM,2026-03-24,31.27,31.85,30.65,30.7,2937
21STCENMGM,2026-03-25,30.65,31.31,30.09,30.09,14362
21STCENMGM,2026-03-27,30.09,30.09,29.49,29.49,10616
21STCENMGM,2026-03-30,29.47,29.47,28.91,28.91,1386
21STCENMGM,2026-04-01,28.5,29.45,28.5,29.4,1356
21STCENMGM,2026-04-02,29.4,29.4,28.82,28.82,2087
21STCENMGM,2026-04-06,28.82,29.39,28.25,28.62,3604
21STCENMGM,2026-04-07,29.19,29.19,28.35,28.6,103
21STCENMGM,2026-04-08,29.17,29.17,29.17,29.17,935
21STCENMGM,2026-04-09,29.75,29.75,29.75,29.75,522
21STCENMGM,2026-04-10,30.34,30.34,29.75,30.34,5053
21STCENMGM,2026-04-13,30.84,30.94,29.75,30.55,20989
21STCENMGM,2026-04-15,31.0,31.16,30.54,31.16,10822
21STCENMGM,2026-04-16,31.78,31.78,31.78,31.78,1675
21STCENMGM,2026-04-17,32.41,32.41,32.41,32.41,2294
21STCENMGM,2026-04-20,33.05,33.05,33.05,33.05,612
21STCENMGM,2026-04-21,33.71,33.71,33.71,33.71,5334
21STCENMGM,2026-04-22,34.31,34.38,34.31,34.38,4514
21STCENMGM,2026-04-23,35.06,35.06,35.06,35.06,1284
21STCENMGM,2026-04-24,35.76,35.76,35.76,35.76,10954
21STCENMGM,2026-04-27,36.47,36.47,35.05,36.45,13058
21STCENMGM,2026-04-28,37.14,37.14,35.73,36.02,6703
21STCENMGM,2026-04-29,35.3,36.46,35.3,36.21,2078
21STCENMGM,2026-04-30,36.21,36.74,35.69,36.58,744
21STCENMGM,2026-05-04,37.25,37.25,35.91,36.69,593
21STCENMGM,2026-05-05,36.69,36.69,35.96,35.96,1776
21STCENMGM,2026-05-06,36.62,36.62,35.25,35.25,3164
21STCENMGM,2026-05-07,35.25,35.69,34.6,34.7,6312
21STCENMGM,2026-05-08,34.5,35.31,34.25,34.65,3128
21STCENMGM,2026-05-11,35.29,35.29,34.1,34.27,5084
21STCENMGM,2026-05-12,34.25,34.84,34.0,34.84,579
360ONE,2025-03-18,855.5,919.95,855.5,914.8,2043895
360ONE,2025-03-19,914.8,943.85,887.3,923.8,2776070
360ONE,2025-03-20,923.8,930.0,913.5,926.6,554710
360ONE,2025-03-21,926.6,982.0,914.2,942.75,4892340
360ONE,2025-03-24,950.0,997.6,942.8,978.75,1536573
360ONE,2025-03-25,978.05,988.5,966.9,977.8,757033
360ONE,2025-03-26,972.95,983.25,941.25,959.65,397546
360ONE,2025-03-27,950.0,987.0,942.0,971.4,1816532
360ONE,2025-03-28,976.7,983.0,924.9,942.65,969709
360ONE,2025-04-01,949.0,954.75,883.05,888.15,529235
360ONE,2025-04-02,889.95,897.6,872.55,890.55,310152
360ONE,2025-04-03,890.0,919.95,886.4,912.5,355479
360ONE,2025-04-04,912.5,931.8,837.95,849.35,962981
360ONE,2025-04-07,806.6,897.95,790.5,886.55,919861
360ONE,2025-04-08,883.0,889.8,843.05,847.7,880189
360ONE,2025-04-09,848.05,852.75,804.3,808.55,554023
360ONE,2025-04-11,825.95,880.9,812.0,870.2,1958890
360ONE,2025-04-15,900.0,950.0,895.0,938.7,2860927
360ONE,2025-04-16,933.95,958.0,917.3,943.75,866333
360ONE,2025-04-17,954.95,990.6,950.05,956.8,2754876
360ONE,2025-04-21,968.0,985.5,948.0,954.25,2264748
360ONE,2025-04-22,975.0,1024.0,953.0,1013.9,3326459
360ONE,2025-04-23,1020.0,1068.9,1019.95,1059.75,3333648
360ONE,2025-04-24,1058.0,1068.0,1008.0,1018.25,1961884
360ONE,2025-04-25,1024.7,1024.7,965.8,971.7,1165532
360ONE,2025-04-28,972.0,997.0,947.0,983.9,937547
360ONE,2025-04-29,984.0,996.7,976.6,983.05,731964
360ONE,2025-04-30,975.05,1019.95,975.05,986.05,2937845
360ONE,2025-05-02,985.55,988.25,943.1,946.85,493439
360ONE,2025-05-05,942.2,948.35,922.0,937.3,530064
360ONE,2025-05-06,940.4,947.3,902.15,906.3,524503
360ONE,2025-05-07,902.0,941.85,890.25,932.15,1357495
360ONE,2025-05-08,927.25,942.3,908.0,913.05,717894
360ONE,2025-05-09,882.6,922.0,882.6,915.8,853218
360ONE,2025-05-12,940.0,990.0,940.0,962.0,1014955
360ONE,2025-05-13,966.0,990.0,961.85,965.6,552909
360ONE,2025-05-14,976.0,990.0,949.75,988.2,697367
360ONE,2025-05-15,995.0,1024.0,975.0,1016.6,1071460
360ONE,2025-05-16,1022.45,1032.45,993.5,1000.55,560528
360ONE,2025-05-19,1010.0,1036.65,993.55,1021.25,729845
360ONE,2025-05-20,1024.25,1030.0,981.0,994.4,602579
360ONE,2025-05-21,1014.9,1018.45,994.7,1012.2,406917
360ONE,2025-05-22,1009.95,1018.5,982.85,992.1,342383
360ONE,2025-05-23,995.0,1019.85,983.3,1017.45,473437
360ONE,2025-05-26,1029.15,1037.7,1009.45,1016.75,410602
360ONE,2025-05-27,1023.0,1023.0,1001.5,1009.3,279324
360ONE,2025-05-28,1009.8,1029.0,1009.3,1024.95,671847
360ONE,2025-05-29,1030.0,1031.8,1007.0,1025.05,319865
360ONE,2025-05-30,1015.05,1029.0,993.0,997.45,1273280
360ONE,2025-06-02,1005.0,1040.0,1002.65,1019.5,737518
360ONE,2025-06-03,1029.85,1046.8,1012.0,1014.15,473711
360ONE,2025-06-04,1016.2,1033.0,1005.55,1024.25,419409
360ONE,2025-06-05,1027.0,1089.45,1009.05,1074.0,1555439
360ONE,2025-06-06,1107.4,1125.0,1054.1,1064.8,2406203
360ONE,2025-06-09,1077.2,1087.35,1047.2,1065.6,1548191
360ONE,2025-06-10,1074.5,1077.75,998.0,1062.3,479653
360ONE,2025-06-11,1073.05,1113.8,1060.45,1087.1,1488940
360ONE,2025-06-12,1090.0,1110.0,1070.05,1081.4,1560231
360ONE,2025-06-13,1060.1,1150.0,1056.4,1140.5,2538226
360ONE,2025-06-16,1140.0,1191.6,1120.9,1169.6,2302686
360ONE,2025-06-17,1172.0,1178.6,1140.15,1146.2,894802
360ONE,2025-06-18,1147.6,1178.8,1113.05,1118.65,791793
360ONE,2025-06-19,1122.35,1160.0,1100.1,1114.4,839416
360ONE,2025-06-20,1107.75,1149.85,1104.4,1137.25,659293
360ONE,2025-06-23,1120.6,1163.65,1118.5,1157.45,454188
360ONE,2025-06-24,1165.45,1188.8,1141.0,1147.65,444866
360ONE,2025-06-25,1151.25,1200.0,1140.15,1190.0,879204
360ONE,2025-06-26,1202.0,1202.95,1147.1,1164.85,1806780
360ONE,2025-06-27,1180.0,1208.7,1170.0,1195.7,3387240
360ONE,2025-06-30,1206.5,1206.5,1178.0,1194.5,2857456
360ONE,2025-07-01,1198.0,1208.4,1170.0,1175.5,1117721
360ONE,2025-07-02,1179.9,1189.1,1155.1,1177.2,561379
360ONE,2025-07-03,1177.9,1235.5,1174.9,1226.6,931488
360ONE,2025-07-04,1226.6,1253.9,1192.3,1245.4,1368232
360ONE,2025-07-07,1244.0,1273.8,1235.1,1253.0,1067244
360ONE,2025-07-08,1241.0,1249.5,1173.8,1220.4,1215703
360ONE,2025-07-09,1211.0,1219.0,1188.0,1194.6,605122
360ONE,2025-07-10,1194.6,1206.4,1185.4,1194.4,735700
360ONE,2025-07-11,1193.0,1214.6,1183.5,1194.0,455960
360ONE,2025-07-14,1191.1,1206.0,1176.4,1188.2,584814
360ONE,2025-07-15,1197.5,1207.6,1180.0,1197.3,379530
360ONE,2025-07-16,1200.3,1203.1,1181.9,1197.6,601079
360ONE,2025-07-17,1205.0,1209.7,1189.3,1205.6,484846
360ONE,2025-07-18,1214.0,1227.0,1184.0,1202.2,1678716
360ONE,2025-07-21,1201.9,1228.8,1186.5,1221.2,441201
360ONE,2025-07-22,1175.9,1175.9,1130.0,1144.1,28185822
360ONE,2025-07-23,1140.0,1146.4,1122.1,1125.0,1356863
360ONE,2025-07-24,1122.0,1140.7,1115.5,1118.6,2553892
360ONE,2025-07-25,1119.7,1119.7,1069.0,1077.9,1051171
360ONE,2025-07-28,1072.0,1081.0,1065.0,1074.6,1105938
360ONE,2025-07-29,1070.0,1087.0,1059.0,1082.4,690591
360ONE,2025-07-30,1066.1,1085.0,1057.9,1060.2,995837
360ONE,2025-07-31,1050.1,1061.9,1032.0,1052.7,1243584
360ONE,2025-08-01,1053.0,1068.0,1046.2,1052.5,457383
360ONE,2025-08-04,1050.0,1062.2,1039.9,1052.0,572079
360ONE,2025-08-05,1060.0,1072.9,1052.8,1065.8,497259
360ONE,2025-08-06,1069.9,1075.5,1050.7,1056.8,406828
360ONE,2025-08-07,1056.0,1067.8,1046.0,1065.4,695308
360ONE,2025-08-08,1066.0,1070.0,1040.0,1042.8,563345
360ONE,2025-08-11,1046.2,1049.2,1027.0,1042.8,355749
360ONE,2025-08-12,1042.8,1043.8,1014.2,1018.6,1242101
360ONE,2025-08-13,1018.8,1038.0,1015.6,1028.0,326152
360ONE,2025-08-14,1028.1,1046.2,1022.6,1038.5,583115
360ONE,2025-08-18,1046.6,1073.5,1038.4,1062.3,418393
360ONE,2025-08-19,1064.2,1082.4,1058.4,1078.9,487563
360ONE,2025-08-20,1074.9,1108.3,1070.0,1102.9,1046821
360ONE,2025-08-21,1104.9,1104.9,1073.4,1081.6,532904
360ONE,2025-08-22,1074.9,1088.4,1070.2,1077.6,742717
360ONE,2025-08-25,1081.6,1099.5,1070.0,1092.7,853932
360ONE,2025-08-26,1092.7,1110.9,1081.1,1087.4,2422947
360ONE,2025-08-28,1080.2,1083.5,1028.1,1043.9,873607
360ONE,2025-08-29,1037.0,1045.0,1013.3,1018.1,644147
360ONE,2025-09-01,1018.1,1040.0,1013.3,1030.8,263961
360ONE,2025-09-02,1034.0,1047.0,1020.4,1024.8,714095
360ONE,2025-09-03,1020.7,1044.9,1013.3,1040.2,883948
360ONE,2025-09-04,1043.0,1050.0,1024.3,1032.8,586066
360ONE,2025-09-05,1035.0,1052.0,1028.9,1037.6,311880
360ONE,2025-09-08,1041.9,1054.4,1033.6,1040.0,643249
360ONE,2025-09-09,1040.1,1050.0,1038.0,1043.9,819360
360ONE,2025-09-10,1043.9,1082.4,1043.6,1078.0,1184367
360ONE,2025-09-11,1073.0,1075.0,1054.5,1057.1,430699
360ONE,2025-09-12,1066.0,1071.0,1048.2,1068.8,343905
360ONE,2025-09-15,1059.1,1082.9,1059.0,1079.0,353507
360ONE,2025-09-16,1079.0,1097.1,1078.3,1091.1,461518
360ONE,2025-09-17,1090.7,1107.6,1089.5,1103.0,414858
360ONE,2025-09-18,1103.0,1105.0,1094.2,1102.1,196378
360ONE,2025-09-19,1102.3,1104.0,1075.0,1080.8,857322
360ONE,2025-09-22,1071.0,1087.0,1042.2,1050.4,798208
360ONE,2025-09-23,1048.0,1053.3,1015.4,1019.6,1808589
360ONE,2025-09-24,1022.0,1033.0,1005.1,1026.5,1158063
360ONE,2025-09-25,1025.0,1029.2,1012.0,1022.1,892451
360ONE,2025-09-26,1016.0,1024.2,996.8,1001.8,943039
360ONE,2025-09-29,1002.0,1040.7,1002.0,1028.7,1111488
360ONE,2025-09-30,1038.0,1038.0,1011.9,1024.0,507273
360ONE,2025-10-01,1028.9,1040.2,1013.0,1036.5,593561
360ONE,2025-10-03,1044.9,1051.7,1033.2,1049.2,458130
360ONE,2025-10-06,1054.0,1065.2,1046.8,1062.4,266966
360ONE,2025-10-07,1060.0,1078.0,1054.6,1069.4,650935
360ONE,2025-10-08,1066.9,1105.8,1064.7,1085.3,1594145
360ONE,2025-10-09,1093.8,1093.8,1076.5,1084.4,283733
360ONE,2025-10-10,1086.6,1099.9,1077.8,1095.1,257260
360ONE,2025-10-13,1085.0,1104.0,1083.0,1101.4,651135
360ONE,2025-10-14,1106.1,1131.6,1101.5,1126.7,1375997
360ONE,2025-10-15,1131.0,1172.0,1117.3,1160.4,2005553
360ONE,2025-10-16,1174.0,1179.8,1158.0,1171.8,915145
360ONE,2025-10-17,1172.5,1182.2,1143.1,1164.9,778522
360ONE,2025-10-20,1165.0,1194.8,1143.6,1183.3,2812550
360ONE,2025-10-21,1200.1,1200.1,1170.0,1175.4,136457
360ONE,2025-10-23,1160.0,1188.4,1160.0,1178.9,652187
360ONE,2025-10-24,1185.1,1192.2,1170.2,1185.7,494044
360ONE,2025-10-27,1179.8,1189.8,1167.8,1173.0,607697
360ONE,2025-10-28,1173.4,1183.4,1166.1,1171.8,500694
360ONE,2025-10-29,1146.6,1146.6,1104.2,1126.7,1726758
360ONE,2025-10-30,1134.9,1137.8,1117.2,1119.6,310232
360ONE,2025-10-31,1121.5,1123.9,1074.0,1080.7,587485
360ONE,2025-11-03,1088.7,1104.9,1084.3,1093.6,343479
360ONE,2025-11-04,1099.0,1099.4,1071.9,1079.1,458901
360ONE,2025-11-06,1081.6,1084.1,1062.7,1068.2,396590
360ONE,2025-11-07,1060.0,1076.3,1052.4,1066.0,922625
360ONE,2025-11-10,1069.5,1079.0,1056.6,1074.6,308692
360ONE,2025-11-11,1073.1,1089.1,1051.1,1070.0,466556
360ONE,2025-11-12,1080.8,1096.9,1072.8,1089.0,341552
360ONE,2025-11-13,1089.0,1095.0,1075.8,1085.6,457966
360ONE,2025-11-14,1087.0,1089.8,1059.0,1065.4,601566
360ONE,2025-11-17,1062.2,1080.0,1060.2,1071.8,441511
360ONE,2025-11-18,1079.8,1081.4,1056.0,1078.0,488323
360ONE,2025-11-19,1080.0,1125.8,1066.9,1119.2,1078355
360ONE,2025-11-20,1128.9,1144.9,1117.6,1142.1,1134821
360ONE,2025-11-21,1142.1,1157.3,1121.0,1139.7,2783024
360ONE,2025-11-24,1147.6,1154.3,1122.4,1129.8,2106550
360ONE,2025-11-25,1121.1,1144.0,1110.3,1120.0,902708
360ONE,2025-11-26,1121.9,1158.4,1121.9,1150.0,1023674
360ONE,2025-11-27,1150.0,1173.9,1141.0,1166.6,490617
360ONE,2025-11-28,1165.9,1186.0,1144.0,1183.2,1176162
360ONE,2025-12-01,1184.9,1198.6,1181.2,1189.3,560894
360ONE,2025-12-02,1189.0,1189.0,1157.5,1162.9,492146
360ONE,2025-12-03,1162.0,1168.0,1140.0,1148.1,323061
360ONE,2025-12-04,1151.9,1187.8,1123.9,1127.9,312892
360ONE,2025-12-05,1125.1,1156.6,1114.1,1146.7,476537
360ONE,2025-12-08,1141.0,1179.0,1118.2,1128.2,908990
360ONE,2025-12-09,1130.2,1142.5,1111.0,1117.9,1731802
360ONE,2025-12-10,1115.0,1119.4,1092.6,1102.8,413626
360ONE,2025-12-11,1102.0,1143.0,1101.9,1135.8,471538
360ONE,2025-12-12,1135.2,1147.0,1127.7,1142.2,258119
360ONE,2025-12-15,1142.2,1158.0,1130.3,1144.7,1417718
360ONE,2025-12-16,1146.0,1149.8,1126.7,1133.4,276111
360ONE,2025-12-17,1139.2,1153.1,1120.1,1126.1,1050366
360ONE,2025-12-18,1137.2,1152.7,1122.8,1143.2,356957
360ONE,2025-12-19,1142.0,1150.1,1124.3,1138.9,1662158
360ONE,2025-12-22,1134.4,1170.1,1120.0,1165.5,332048
360ONE,2025-12-23,1169.9,1186.6,1158.0,1181.7,473322
360ONE,2025-12-24,1190.0,1217.0,1180.3,1196.0,1291909
360ONE,2025-12-26,1191.5,1207.1,1172.6,1179.4,223587
360ONE,2025-12-29,1179.8,1188.0,1165.2,1170.6,223221
360ONE,2025-12-30,1164.4,1217.9,1164.3,1191.6,939031
360ONE,2025-12-31,1198.0,1198.0,1170.2,1190.0,357058
360ONE,2026-01-01,1198.0,1198.0,1171.3,1179.7,132449
360ONE,2026-01-02,1179.7,1213.7,1171.2,1200.1,343492
360ONE,2026-01-05,1208.0,1221.0,1191.7,1199.0,458955
360ONE,2026-01-06,1205.0,1209.9,1175.5,1187.0,388064
360ONE,2026-01-07,1180.1,1200.4,1168.5,1191.8,1265898
360ONE,2026-01-08,1190.0,1197.1,1170.3,1182.9,1029259
360ONE,2026-01-09,1180.0,1184.4,1130.0,1140.9,1067665
360ONE,2026-01-12,1140.9,1154.9,1117.5,1130.5,2217034
360ONE,2026-01-13,1132.0,1153.6,1120.5,1136.8,732421
360ONE,2026-01-14,1135.4,1164.3,1130.1,1149.2,665428
360ONE,2026-01-16,1190.0,1236.2,1187.0,1197.7,4335885
360ONE,2026-01-19,1193.9,1228.0,1161.2,1170.1,4730830
360ONE,2026-01-20,1162.0,1163.9,1123.5,1129.6,1700344
360ONE,2026-01-21,1124.2,1133.9,1088.1,1095.3,841203
360ONE,2026-01-22,1103.0,1117.1,1097.1,1106.3,1863695
360ONE,2026-01-23,1109.9,1134.1,1100.2,1112.3,1476232
360ONE,2026-01-27,1108.0,1125.0,1100.3,1113.7,2585701
360ONE,2026-01-28,1111.0,1152.0,1104.1,1139.9,1596026
360ONE,2026-01-29,1139.8,1143.2,1122.0,1135.8,927491
360ONE,2026-01-30,1135.2,1157.9,1125.4,1134.3,959196
360ONE,2026-02-01,1134.3,1135.1,1025.1,1101.8,1075542
360ONE,2026-02-02,1092.0,1125.0,1067.4,1110.5,1295821
360ONE,2026-02-03,1150.0,1188.5,1150.0,1167.6,1208601
360ONE,2026-02-04,1143.0,1170.3,1136.8,1166.1,991518
360ONE,2026-02-05,1166.8,1171.9,1131.2,1140.8,879272
360ONE,2026-02-06,1132.0,1135.0,1102.0,1113.9,561036
360ONE,2026-02-09,1114.9,1140.0,1114.9,1138.3,357498
360ONE,2026-02-10,1138.0,1170.3,1124.0,1162.4,1057832
360ONE,2026-02-11,1163.1,1163.2,1126.7,1138.4,766800
360ONE,2026-02-12,1135.0,1146.8,1110.6,1144.4,568928
360ONE,2026-02-13,1136.3,1146.2,1115.6,1126.8,471438
360ONE,2026-02-16,1109.0,1135.8,1093.9,1119.6,761308
360ONE,2026-02-17,1112.6,1131.4,1112.6,1124.6,884322
360ONE,2026-02-18,1124.0,1142.0,1120.3,1127.2,311999
360ONE,2026-02-19,1122.6,1129.7,1089.4,1104.5,648460
360ONE,2026-02-20,1104.5,1111.2,1083.8,1100.6,405322
360ONE,2026-02-23,1110.0,1130.0,1100.1,1126.9,793296
360ONE,2026-02-24,1120.0,1129.0,1099.0,1113.4,432011
360ONE,2026-02-25,1120.0,1137.3,1104.5,1131.8,682336
360ONE,2026-02-26,1134.6,1142.9,1119.1,1128.3,628620
360ONE,2026-02-27,1130.0,1130.0,1093.0,1103.6,1253674
360ONE,2026-03-02,1055.0,1094.8,1048.2,1074.7,1837718
360ONE,2026-03-04,1056.3,1071.2,1039.3,1066.4,1197644
360ONE,2026-03-05,1065.3,1084.1,1065.3,1081.0,315551
360ONE,2026-03-06,1074.0,1084.4,1061.3,1064.2,276113
360ONE,2026-03-09,1049.1,1058.0,1022.4,1035.1,1439537
360ONE,2026-03-10,1039.9,1060.3,1032.8,1055.8,326555
360ONE,2026-03-11,1055.0,1065.0,1040.0,1048.1,745098
360ONE,2026-03-12,1040.0,1049.1,1017.3,1043.4,934229
360ONE,2026-03-13,1041.9,1041.9,1021.5,1027.4,582449
360ONE,2026-03-16,1025.0,1038.9,1010.3,1022.9,331156
360ONE,2026-03-17,1022.9,1045.9,1020.1,1043.4,433488
360ONE,2026-03-18,1050.0,1088.5,1041.5,1069.8,566638
360ONE,2026-03-19,1059.1,1065.0,1036.0,1040.5,563719
360ONE,2026-03-20,1034.6,1055.0,1034.6,1040.6,413078
360ONE,2026-03-23,1040.6,1040.6,973.9,985.4,550431
360ONE,2026-03-24,996.0,1010.0,984.3,989.3,2023338
360ONE,2026-03-25,999.8,1018.8,992.1,1002.1,871077
360ONE,2026-03-27,998.0,998.9,969.8,977.4,602539
360ONE,2026-03-30,969.1,969.1,932.1,949.6,1347427
